dataset,task,mechanism,rate,model,auc,acc,logloss,rmse,r2,coverage80,width80,auc_std,acc_std,logloss_std,rmse_std,r2_std,coverage80_std,width80_std,n_fits
openml:189,regression,none,0.0,tabicl_impute,,,,0.07691812771960149,0.913378919807118,0.8115555555555556,0.7385707344458017,,,,0.0018630017535121964,0.005100802354104096,0.010079927493370437,0.010449996856168691,5
openml:23,classification,block,0.3,catboost,0.6766835454850282,0.4891402714932127,1.0052855383760644,,,,,0.0077886368750561905,0.018820483568403122,0.01613744930306673,,,,,5
openml:23,classification,block,0.3,tabicl_aware,0.7054790603065337,0.5085972850678733,0.942046175680743,,,,,0.011053686059752361,0.014956103059763257,0.01090227618775722,,,,,5
openml:23,classification,block,0.3,tabicl_impute,0.703165382901801,0.5090497737556561,0.9444526520240142,,,,,0.012425006512107335,0.01892895987633653,0.012246564884815452,,,,,5
openml:23,classification,block,0.5,catboost,0.6661120367891209,0.4868778280542987,1.0170991053945388,,,,,0.036286104438929774,0.029254714706325104,0.04306932411590823,,,,,5
openml:23,classification,block,0.5,tabicl_aware,0.6870780060822519,0.5085972850678733,0.9642334921089368,,,,,0.03626460570761832,0.02749590244781783,0.03667278462782799,,,,,5
openml:23,classification,block,0.5,tabicl_impute,0.6824280730932129,0.49321266968325794,0.9680036345426309,,,,,0.04395690740514336,0.042897025397870006,0.044893973556477854,,,,,5
openml:23,classification,block_shift,0.3,catboost,0.6755834300595887,0.4873303167420815,1.0058691836833085,,,,,0.02626162027411207,0.027271594941726995,0.03092983532289431,,,,,5
openml:23,classification,block_shift,0.3,tabicl_aware,0.7038373729093974,0.5212669683257919,0.9408072942327028,,,,,0.0349081483112806,0.03327407493800352,0.04220366956649974,,,,,5
openml:23,classification,block_shift,0.3,tabicl_impute,0.7004581646699201,0.5135746606334841,0.9435026195562195,,,,,0.03755340834671889,0.043665744492350174,0.04468190465374157,,,,,5
openml:23,classification,block_shift,0.5,catboost,0.6500715282515391,0.47104072398190044,1.02389554043778,,,,,0.01888516572457474,0.0223627398971069,0.03103213728812544,,,,,5
openml:23,classification,block_shift,0.5,tabicl_aware,0.67860125617638,0.4891402714932127,0.9689934259329182,,,,,0.015482836697432898,0.03787143802475281,0.02176701569584468,,,,,5
openml:23,classification,block_shift,0.5,tabicl_impute,0.6745629045362188,0.4891402714932127,0.9721476335146308,,,,,0.017241760998550865,0.033381584345562036,0.02341369803479981,,,,,5
openml:23,classification,none,0.0,catboost,0.7340759166943428,0.544343891402715,0.9329948129430157,,,,,0.012920019702394212,0.020147182679541315,0.02544158959461861,,,,,5
openml:23,classification,none,0.0,tabicl_aware,0.7515365960802938,0.5678733031674208,0.882356525793394,,,,,0.01158288416449224,0.01654834710218076,0.015807736386770462,,,,,5
openml:23,classification,none,0.0,tabicl_impute,0.7566715532451009,0.5701357466063348,0.8767517573928185,,,,,0.0141856879733896,0.012897912048632776,0.018241762501394393,,,,,5
openml:31,classification,block,0.3,catboost,0.7357354497354497,0.7306666666666667,0.599354647646338,,,,,0.03187159032626481,0.017543596489254378,0.047830167602758676,,,,,5
openml:31,classification,block,0.3,tabicl_aware,0.7744867724867726,0.7506666666666667,0.5057044143534843,,,,,0.05290619562659258,0.031657893521556645,0.0400719588122546,,,,,5
openml:31,classification,block,0.3,tabicl_impute,0.7688148148148148,0.7533333333333333,0.5101915076692932,,,,,0.050217558094848534,0.034560735588879496,0.039461239892719956,,,,,5
openml:31,classification,block,0.5,catboost,0.6951428571428572,0.7013333333333334,0.6166668018860015,,,,,0.05924217204517119,0.018499249234015466,0.050750727820697686,,,,,5
openml:31,classification,block,0.5,tabicl_aware,0.7222539682539683,0.7226666666666667,0.5439576333626415,,,,,0.033434309976733155,0.012337837015547805,0.020207795246207246,,,,,5
openml:31,classification,block,0.5,tabicl_impute,0.721904761904762,0.7226666666666667,0.5457158991253926,,,,,0.03449319528924521,0.013207741837439273,0.0210747912230044,,,,,5
